8/2/2024,6
9/2/2024,5
20-02-2024,9
22-02-2024,6
28-02-2024,10
3/3/2024,6
5/3/2024,7
7/3/2024,3
14-03-2024,8
15-03-2024,5
27-03-2024,8
8/4/2024,2
14-04-2024,7
20-04-2024,6
21-04-2024,1
25-04-2024,4
26-04-2024,7
27-04-2024,4
2/5/2024,5
3/5/2024,9
9/5/2024,4
14-05-2024,4
16-05-2024,5
17-05-2024,8
23-05-2024,2
24-05-2024,3
27-05-2024,5
28-05-2024,3
,
,152
